name,city,tagline,description,word_count,char_count
Crebo,Austin,Social Network,"Social network and classifieds advertising community with 20,100+ members",2,14
Roost,Austin,mobile rental portal,"Roost is a way for property owners to better protect themselves and their property, all while driving ...",3,20
Watch Party IO,Austin,The Yelp Platfom for Watch Parties and Fandom,what they want ...,8,45
Plant Planters,Austin,"best Fiberglass Planters Wholesale, Fiberglass Planters in Wholesale","PlantPlanters is a wholesale sale portal that Offer best Modern Indoor and Outdoor fiberglass and contemporary planters wholesale sale for your garden or patio. You can Buy high quality fiberglass and contemporary planters wholesale from PlantPlanters.com online.
https://www.plantplanters.com/",8,68
Crem8.com,Austin,Simplified direct cremation,Driving price transparency and optionality within the funeral space.,3,27
Eagle Eye Networks,Austin,Cloud Based Security and Surveillance Cameras,ased Security and Surveillance Cameras,6,45
BillyHasIdeas/Cordless Power Winch,Austin,Highly effective tool,"This is a tool that I built a couple years ago, I know that it looks pretty rough (I built it in my garage). This prototype performs beautifully and does not exist anywhere else in the world. The few people who have had the chance to play with it are immediately ...",3,21
Uncommon in Common,Austin,A front porch for the Internet,porch for the Internet,6,30
Mijingo,Austin,Continuing education for web professionals.,"Web design and development technology move fast. I’ve been building websites for more than a decade so I know the challenge. It takes a lot of work to keep up. Using carefully crafted video courses, Mijingo helps you learn new tools and stay on top of your craft. ...",5,43
Exotic Slipcovers,Austin,One Of A Kind Custom Made Furniture Cover Company,Exotic Slipcovers designs custom made furniture covers using very rare and hard to find fabrics from all over the world. Most of our fabrics come from India or the Middle East. We are currently the only online company that allows customers to custom make any sized ...,9,49
WireFuseMedia,Austin,"We are a digital agency. We create experiences that engage, excites, and convert.","- Designing a website is easy. Designing a website that fits your brand, your story, your ...",13,81
Freshex,Austin,A perishable industry trade finance marektplace,"Freshex will allow users in the perishable commodities industry to obtain cheaper, faster and scalable trade finance. By efficiently collecting and managing trade data from users native systems Freshex will be able monitor user’s trade portfolio and quickly make ...",6,47
Venture Support,Austin,Startup Support,Venture Support helps startups with fundraising and operations.,2,15
Meyadi,Austin,Saas Platform that brings automation to the Banking and Construction Industry,"Our comprehensive and ""holitstic"" platform automates the very manual and cumbersome workflow and document generation of the construction disbursment process for the bank and all parties on a construction project.   Now banks can process a request for payment on ...",11,77
Transition Roofing Company Austin,Austin,austin roofing contractors,"roofer, roof contractors, roof repair, roofing company, metal roofing, roofing, roof companies",3,26
Sleeq Productions,Austin,Celebrating unsung artists around around the US while giving back to the community.,"Sleeq Productions is hosting an Independent Award Show in Austin, TX July 18, 2015. We are looking for potential investors to help with the cost of the event.",13,83
ENVOKEN,Austin,"Experienced, strategic technical advisory and services","Austin, TX based ENVOKEN is an elite group of IT and marketing specialists focused on delivering fast, value driven and effective solutions for small and medium sized businesses.",6,54
Fiesta,Austin,Event Locater,"Never be bored again, with Fiesta you can easily create a new event and add it so that others can see what's happening near them. You can see the event info, check who's going, and even discuss anonymously about the event. Don't ever show up to a party or event ...",2,13
"Hot Foot Games, Inc.",Austin,low cost mobile marketing platform,We have integrated a suite of existing tools into a reasonably priced comprehensive mobile marketing platform that the majority of businesses can afford.  It is template based to make it easy for us to customize and costs significantly less the competition.  Messages ...,5,34
Sonarkia,Austin,Vide Games,"Our product we have two games that we can produce. I may not let out many details as the names. Project one: Society
Project two: Deadlock.
Gametype: Survival.
Map based off of: USA , Indonesia
Want to hear more? Email me at: alexrose434@gmail.com",2,10
SKU,Austin,SKU is an accelerator program for stellar consumer product startups.,"Startup consumer goods companies with excellent, market-validated products apply to SKU to supercharge their growth. SKU surrounds those stellar startups with a wraparound infrastructure of seasoned entrepreneurial mentors, customized educational content, advanced ...",10,68
SalesMaple,Austin,SaaS Sales Intelligence Platform,"is a sales reporting, dynamic analysis, and dynamic prediction platform that continuously builds prediction ...",4,32
5th & Vine - a gentleman's parlor,Austin,upscale men's grooming salon,"Currently own Dapper Chap Beard Co. Looking to open anew upscale men's grooming salon in the north central Austin area.  The 3 year revenue plan tops at $800,000 annually",4,28
Ping Social,Austin,Step outside your screen.,Step outside your screen.,4,25
Ceevoo,Austin,"Simple, Elegant, Queer.","Ever wonder about that certain someone in your office, lecture hall, or apartment? Q uses patent-pending microlocation technology to tell you whether someone in your immediate vicinity identifies as queer. You may be tempted to call it a gaydar; we call it Q.",3,23
Watr Cuulr,Austin,Yik Yak for office gossip.,Hyper local anonymous messaging platform that allows users to communicate and connect anonymously in their workplace.,5,26
GeoSafe,Austin,An easy-to-use first responder tool for iPhone & iPad,"In an emergency, every second counts. GeoSafe provides first-responders with an easy-to-use GPS tracking, dispatching, and mobile communications platform.",9,53
Chintsee,Austin,Bargain hunting and flash sales plus a few other gimmicks,"You didn't get it from the pitch?  6 items rotated daily, fun interactive site, better margins than trying to be all things to all people.",10,57
Virra,Austin,Grouping your friends automatically (Groupme/Facebook/Meetup),An App/Website that will automatically group your Facebook friends based on similar interest. User will select specific topic that he/she is interested in and that person will be grouped with their FB friends based on that similar interest. And then you can interact ...,5,61
