Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
5313,TechCorp,Search,Women 35-44,45 days,YouTube,0.07,"$6,346.00",4.84,New York,Spanish,325,4876,2,Foodies,2021-07-22
5314,Innovate Industries,Display,All Ages,30 days,Website,0.13,"$9,048.00",5.19,Los Angeles,French,399,3668,7,Outdoor Adventurers,2021-07-23
5315,Innovate Industries,Social Media,Women 25-34,45 days,YouTube,0.14,"$18,276.00",6.21,Houston,English,288,5597,7,Tech Enthusiasts,2021-07-24
5316,DataTech Solutions,Influencer,Women 25-34,60 days,YouTube,0.08,"$5,133.00",6.96,Chicago,German,140,9172,1,Outdoor Adventurers,2021-07-25
5317,NexGen Systems,Display,All Ages,60 days,Facebook,0.08,"$11,182.00",5.64,Los Angeles,French,795,4390,10,Outdoor Adventurers,2021-07-26
5318,NexGen Systems,Email,Women 25-34,45 days,Website,0.03,"$15,430.00",4.43,Miami,Mandarin,595,9742,8,Tech Enthusiasts,2021-07-27
5319,TechCorp,Influencer,Women 25-34,15 days,Instagram,0.07,"$11,874.00",3.78,New York,German,241,7935,5,Tech Enthusiasts,2021-07-28
5320,Alpha Innovations,Search,Women 35-44,15 days,Website,0.12,"$16,964.00",4.52,Chicago,Mandarin,177,5489,9,Fashionistas,2021-07-29
5321,DataTech Solutions,Social Media,Women 25-34,30 days,Facebook,0.12,"$17,330.00",2.81,Los Angeles,German,858,8506,9,Foodies,2021-07-30
5322,NexGen Systems,Search,Women 25-34,45 days,Instagram,0.14,"$12,482.00",2.55,Los Angeles,Spanish,446,7108,7,Outdoor Adventurers,2021-07-31
5323,Alpha Innovations,Email,Men 25-34,30 days,Google Ads,0.09,"$7,433.00",4.64,Miami,Spanish,300,9708,5,Outdoor Adventurers,2021-08-01
5324,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.09,"$15,241.00",3.88,New York,English,684,6274,8,Health & Wellness,2021-08-02
5325,TechCorp,Influencer,Women 25-34,60 days,Facebook,0.03,"$17,514.00",2.09,Chicago,Mandarin,854,6827,5,Outdoor Adventurers,2021-08-03
5326,Alpha Innovations,Display,Men 25-34,30 days,Facebook,0.13,"$17,726.00",7.67,Miami,French,481,7438,5,Foodies,2021-08-04
5327,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.1,"$15,907.00",2.22,Chicago,French,846,6865,7,Foodies,2021-08-05
5328,Innovate Industries,Email,Women 35-44,30 days,Instagram,0.02,"$11,967.00",3.99,Miami,German,237,7605,6,Tech Enthusiasts,2021-08-06
5329,Alpha Innovations,Email,Women 35-44,15 days,Instagram,0.13,"$5,831.00",6.26,Miami,Mandarin,444,6424,4,Foodies,2021-08-07
5330,TechCorp,Influencer,Women 25-34,30 days,Email,0.1,"$17,962.00",5.46,New York,French,431,1611,1,Outdoor Adventurers,2021-08-08
5331,TechCorp,Influencer,Men 18-24,45 days,Website,0.04,"$9,672.00",3.84,Houston,Mandarin,431,8032,9,Health & Wellness,2021-08-09
5332,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,0.14,"$8,299.00",7.14,Miami,French,983,5439,2,Tech Enthusiasts,2021-08-10
5333,TechCorp,Display,All Ages,45 days,Email,0.08,"$9,392.00",3.6,Miami,English,961,6609,9,Fashionistas,2021-08-11
5334,DataTech Solutions,Influencer,All Ages,15 days,Google Ads,0.12,"$13,118.00",6.95,New York,Mandarin,731,7361,1,Tech Enthusiasts,2021-08-12
5335,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.09,"$11,383.00",6.88,New York,German,644,7259,3,Foodies,2021-08-13
5336,TechCorp,Email,Men 25-34,45 days,YouTube,0.06,"$19,508.00",3.58,New York,Spanish,470,3134,9,Tech Enthusiasts,2021-08-14
5337,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.07,"$18,867.00",6.64,Los Angeles,German,974,9319,6,Fashionistas,2021-08-15
5338,Innovate Industries,Display,Men 18-24,30 days,Facebook,0.09,"$7,156.00",4.42,Chicago,German,974,6113,6,Health & Wellness,2021-08-16
5339,TechCorp,Social Media,Women 25-34,15 days,Instagram,0.05,"$18,294.00",5.42,Chicago,Mandarin,641,9166,3,Health & Wellness,2021-08-17
5340,Innovate Industries,Social Media,Men 25-34,45 days,Instagram,0.05,"$11,920.00",3.07,New York,French,253,4254,4,Fashionistas,2021-08-18
5341,Innovate Industries,Social Media,Men 18-24,45 days,Website,0.15,"$7,735.00",2.41,New York,Mandarin,279,9347,7,Fashionistas,2021-08-19
5342,Innovate Industries,Email,Women 35-44,45 days,YouTube,0.14,"$11,042.00",2.05,Chicago,French,173,5352,4,Health & Wellness,2021-08-20
5343,Innovate Industries,Social Media,Men 25-34,60 days,Facebook,0.11,"$18,984.00",2.64,Chicago,English,278,3946,4,Tech Enthusiasts,2021-08-21
5344,TechCorp,Display,Women 35-44,60 days,Website,0.07,"$11,660.00",3.28,Los Angeles,Spanish,127,4748,3,Foodies,2021-08-22
5345,Alpha Innovations,Social Media,Women 35-44,60 days,Email,0.12,"$19,159.00",2.96,Los Angeles,French,411,8305,10,Outdoor Adventurers,2021-08-23
5346,NexGen Systems,Email,All Ages,15 days,Website,0.14,"$10,849.00",6.86,New York,English,635,3600,5,Fashionistas,2021-08-24
5347,DataTech Solutions,Influencer,Women 25-34,60 days,YouTube,0.07,"$10,777.00",6.71,Houston,German,731,4936,1,Foodies,2021-08-25
5348,TechCorp,Social Media,Women 25-34,45 days,Email,0.06,"$13,904.00",8.0,New York,Mandarin,420,8201,2,Outdoor Adventurers,2021-08-26
5349,DataTech Solutions,Email,Men 25-34,45 days,Email,0.13,"$19,406.00",5.0,Los Angeles,Mandarin,768,3274,6,Fashionistas,2021-08-27
5350,Innovate Industries,Email,Men 18-24,30 days,YouTube,0.1,"$17,663.00",6.71,New York,French,218,9542,4,Outdoor Adventurers,2021-08-28
5351,Alpha Innovations,Influencer,Women 25-34,15 days,Website,0.14,"$11,199.00",6.93,New York,Mandarin,841,2817,4,Foodies,2021-08-29
5352,NexGen Systems,Social Media,All Ages,30 days,Facebook,0.1,"$6,535.00",5.71,Chicago,English,997,7025,4,Health & Wellness,2021-08-30
5353,Alpha Innovations,Display,Women 35-44,60 days,Email,0.04,"$6,206.00",2.57,Los Angeles,Spanish,122,7785,6,Outdoor Adventurers,2021-08-31
5354,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.06,"$18,104.00",3.53,New York,French,150,3003,1,Tech Enthusiasts,2021-09-01
5355,TechCorp,Display,Women 25-34,15 days,YouTube,0.15,"$17,187.00",2.37,Los Angeles,German,343,1402,4,Foodies,2021-09-02
5356,NexGen Systems,Display,Women 25-34,15 days,YouTube,0.13,"$18,355.00",7.75,Chicago,English,889,6529,8,Health & Wellness,2021-09-03
5357,Innovate Industries,Search,Women 35-44,60 days,Instagram,0.14,"$19,576.00",3.49,Chicago,English,532,9638,9,Tech Enthusiasts,2021-09-04
5358,TechCorp,Email,Women 25-34,15 days,Facebook,0.05,"$13,138.00",3.85,New York,German,218,9098,4,Health & Wellness,2021-09-05
5359,NexGen Systems,Display,Women 35-44,60 days,Facebook,0.11,"$14,120.00",7.8,New York,Mandarin,357,3874,7,Outdoor Adventurers,2021-09-06
5360,NexGen Systems,Email,Women 25-34,45 days,YouTube,0.06,"$8,646.00",7.83,Chicago,Spanish,368,1611,10,Outdoor Adventurers,2021-09-07
5361,NexGen Systems,Influencer,All Ages,30 days,Facebook,0.05,"$7,035.00",4.18,Los Angeles,German,107,1758,5,Fashionistas,2021-09-08
5362,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.01,"$11,048.00",5.86,Miami,Mandarin,885,9280,8,Health & Wellness,2021-09-09
5363,Innovate Industries,Email,Men 25-34,30 days,Email,0.06,"$16,767.00",2.62,Chicago,English,649,6810,7,Tech Enthusiasts,2021-09-10
5364,NexGen Systems,Email,All Ages,15 days,Facebook,0.05,"$9,869.00",6.69,Chicago,French,799,9885,4,Foodies,2021-09-11
5365,Alpha Innovations,Influencer,Men 18-24,15 days,Facebook,0.06,"$10,803.00",2.19,Chicago,Spanish,436,5087,7,Tech Enthusiasts,2021-09-12
5366,NexGen Systems,Email,All Ages,45 days,YouTube,0.06,"$10,889.00",2.81,Miami,French,196,7934,2,Foodies,2021-09-13
5367,NexGen Systems,Social Media,All Ages,30 days,Email,0.12,"$6,744.00",6.48,New York,Mandarin,326,2453,8,Foodies,2021-09-14
5368,DataTech Solutions,Display,Men 25-34,60 days,Email,0.11,"$8,715.00",5.6,Miami,French,517,7247,3,Fashionistas,2021-09-15
5369,TechCorp,Influencer,All Ages,60 days,YouTube,0.05,"$11,404.00",2.03,Chicago,Mandarin,477,6546,7,Foodies,2021-09-16
5370,NexGen Systems,Email,Men 25-34,30 days,Instagram,0.06,"$8,777.00",3.15,Houston,English,162,6842,3,Fashionistas,2021-09-17
5371,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.14,"$13,283.00",3.24,Chicago,English,388,6016,9,Foodies,2021-09-18
5372,NexGen Systems,Display,Men 25-34,45 days,Email,0.09,"$15,699.00",3.76,Los Angeles,English,677,9703,10,Fashionistas,2021-09-19
5373,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.04,"$7,509.00",4.54,Chicago,English,333,5068,5,Fashionistas,2021-09-20
5374,DataTech Solutions,Influencer,Men 25-34,30 days,YouTube,0.08,"$14,352.00",6.71,Los Angeles,German,745,1953,6,Tech Enthusiasts,2021-09-21
5375,DataTech Solutions,Influencer,Women 25-34,30 days,Facebook,0.12,"$17,062.00",2.5,Los Angeles,Spanish,408,3757,4,Fashionistas,2021-09-22
5376,NexGen Systems,Email,Men 18-24,45 days,Email,0.14,"$17,195.00",2.15,Miami,German,121,1361,10,Tech Enthusiasts,2021-09-23
5377,Innovate Industries,Display,Women 35-44,45 days,Facebook,0.03,"$18,451.00",2.22,Chicago,French,775,7505,5,Health & Wellness,2021-09-24
5378,TechCorp,Display,Men 18-24,45 days,Instagram,0.1,"$13,303.00",5.55,Miami,Mandarin,899,4105,7,Health & Wellness,2021-09-25
5379,DataTech Solutions,Social Media,Women 35-44,45 days,YouTube,0.02,"$19,438.00",6.67,Miami,Mandarin,795,2169,5,Outdoor Adventurers,2021-09-26
5380,Innovate Industries,Influencer,Men 18-24,15 days,Email,0.11,"$9,048.00",6.58,Miami,Mandarin,680,8995,4,Tech Enthusiasts,2021-09-27
5381,Innovate Industries,Influencer,Men 25-34,45 days,Google Ads,0.08,"$14,009.00",6.08,Houston,English,505,4650,8,Fashionistas,2021-09-28
5382,DataTech Solutions,Social Media,Men 18-24,15 days,Email,0.1,"$11,047.00",4.36,Miami,German,178,2676,8,Tech Enthusiasts,2021-09-29
5383,TechCorp,Display,Women 25-34,30 days,Instagram,0.11,"$5,935.00",2.42,Miami,Spanish,858,9652,10,Outdoor Adventurers,2021-09-30
5384,DataTech Solutions,Search,Women 25-34,60 days,Facebook,0.02,"$5,972.00",7.47,Houston,French,498,3070,7,Outdoor Adventurers,2021-10-01
5385,DataTech Solutions,Social Media,Men 18-24,60 days,YouTube,0.12,"$11,642.00",7.08,Houston,German,525,2585,5,Foodies,2021-10-02
5386,TechCorp,Search,Men 18-24,45 days,YouTube,0.1,"$13,591.00",7.29,Los Angeles,Spanish,879,5786,1,Outdoor Adventurers,2021-10-03
5387,Innovate Industries,Display,Men 18-24,30 days,Email,0.07,"$18,898.00",2.44,Chicago,English,252,3476,6,Outdoor Adventurers,2021-10-04
5388,DataTech Solutions,Display,Women 25-34,15 days,Google Ads,0.03,"$8,717.00",3.12,Miami,Spanish,316,7321,4,Fashionistas,2021-10-05
5389,DataTech Solutions,Influencer,Men 18-24,45 days,Google Ads,0.04,"$14,538.00",3.44,Chicago,Mandarin,919,5452,1,Foodies,2021-10-06
5390,Alpha Innovations,Display,Women 25-34,15 days,Website,0.08,"$19,359.00",6.96,New York,Spanish,543,9143,2,Foodies,2021-10-07
5391,DataTech Solutions,Email,Men 25-34,15 days,Email,0.05,"$18,126.00",6.94,Houston,English,250,5911,10,Outdoor Adventurers,2021-10-08
5392,Alpha Innovations,Influencer,Men 18-24,15 days,YouTube,0.13,"$16,328.00",7.24,Miami,French,206,2493,3,Tech Enthusiasts,2021-10-09
5393,TechCorp,Search,All Ages,60 days,Facebook,0.01,"$16,143.00",4.25,New York,Mandarin,342,3847,3,Foodies,2021-10-10
5394,NexGen Systems,Search,Men 18-24,60 days,Instagram,0.07,"$14,487.00",4.45,Chicago,Spanish,978,6899,6,Tech Enthusiasts,2021-10-11
5395,TechCorp,Email,Men 25-34,60 days,Instagram,0.06,"$5,235.00",3.04,Los Angeles,German,689,4466,5,Tech Enthusiasts,2021-10-12
5396,DataTech Solutions,Email,Women 35-44,45 days,Instagram,0.1,"$14,950.00",2.97,New York,German,362,8263,5,Tech Enthusiasts,2021-10-13
5397,Alpha Innovations,Display,All Ages,60 days,Facebook,0.09,"$15,835.00",2.51,Los Angeles,English,441,3491,5,Health & Wellness,2021-10-14
5398,Alpha Innovations,Influencer,All Ages,15 days,Instagram,0.11,"$14,738.00",5.36,Miami,English,458,9500,7,Tech Enthusiasts,2021-10-15
5399,Alpha Innovations,Email,All Ages,45 days,Website,0.02,"$17,011.00",4.25,Miami,Spanish,452,7666,6,Tech Enthusiasts,2021-10-16
5400,NexGen Systems,Social Media,Women 25-34,30 days,Email,0.11,"$10,770.00",3.98,Houston,French,339,2744,4,Tech Enthusiasts,2021-10-17
5401,NexGen Systems,Social Media,Women 35-44,45 days,Google Ads,0.02,"$16,540.00",4.1,New York,Mandarin,790,6284,1,Health & Wellness,2021-10-18
5402,TechCorp,Search,Men 18-24,45 days,Google Ads,0.13,"$11,181.00",5.61,Los Angeles,French,738,1321,10,Tech Enthusiasts,2021-10-19
5403,DataTech Solutions,Email,All Ages,60 days,Facebook,0.03,"$18,818.00",7.41,Chicago,French,372,3076,3,Fashionistas,2021-10-20
5404,Innovate Industries,Influencer,All Ages,15 days,Website,0.13,"$7,563.00",4.17,Los Angeles,German,626,6611,7,Foodies,2021-10-21
5405,DataTech Solutions,Search,Men 25-34,45 days,Google Ads,0.04,"$14,728.00",7.79,Houston,English,179,8540,6,Fashionistas,2021-10-22
5406,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.04,"$18,921.00",2.8,Chicago,Spanish,434,8824,4,Foodies,2021-10-23
5407,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.09,"$10,013.00",6.78,Houston,French,945,8375,8,Tech Enthusiasts,2021-10-24
5408,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.04,"$5,902.00",7.22,Houston,German,953,4191,10,Tech Enthusiasts,2021-10-25
5409,NexGen Systems,Search,Men 25-34,45 days,YouTube,0.13,"$9,586.00",6.37,Los Angeles,Spanish,459,2421,6,Tech Enthusiasts,2021-10-26
5410,Alpha Innovations,Email,Women 25-34,45 days,Facebook,0.03,"$5,328.00",5.43,Los Angeles,Spanish,437,8775,3,Health & Wellness,2021-10-27
5411,TechCorp,Email,Men 18-24,15 days,Email,0.06,"$16,166.00",6.96,New York,French,435,8861,10,Outdoor Adventurers,2021-10-28
5412,TechCorp,Social Media,Men 25-34,30 days,Facebook,0.08,"$9,280.00",4.15,Los Angeles,Spanish,779,3963,3,Foodies,2021-10-29
5413,DataTech Solutions,Email,Women 35-44,15 days,Facebook,0.09,"$11,895.00",6.24,Chicago,Mandarin,334,2216,5,Tech Enthusiasts,2021-10-30
5414,TechCorp,Search,Women 35-44,45 days,Email,0.07,"$9,960.00",4.55,Houston,German,403,6343,8,Health & Wellness,2021-10-31
5415,DataTech Solutions,Social Media,Men 18-24,45 days,Email,0.05,"$15,758.00",3.47,Houston,Mandarin,326,6931,7,Outdoor Adventurers,2021-11-01
5416,Alpha Innovations,Social Media,Men 18-24,45 days,Email,0.09,"$17,582.00",5.39,New York,Mandarin,783,1581,8,Fashionistas,2021-11-02
5417,TechCorp,Search,All Ages,60 days,Website,0.04,"$6,236.00",5.61,Los Angeles,French,156,2570,2,Fashionistas,2021-11-03
5418,Alpha Innovations,Email,Women 35-44,15 days,Instagram,0.07,"$6,724.00",2.1,Houston,Spanish,891,2414,4,Outdoor Adventurers,2021-11-04
5419,NexGen Systems,Search,Men 25-34,45 days,Facebook,0.14,"$12,557.00",7.02,New York,English,487,3602,5,Tech Enthusiasts,2021-11-05
5420,TechCorp,Social Media,Women 35-44,60 days,Instagram,0.08,"$15,537.00",6.93,Houston,French,604,4039,9,Foodies,2021-11-06
5421,TechCorp,Search,Women 25-34,60 days,Instagram,0.1,"$5,717.00",7.41,New York,Spanish,367,8250,1,Outdoor Adventurers,2021-11-07
5422,Alpha Innovations,Display,All Ages,15 days,Email,0.13,"$6,435.00",4.45,Miami,Mandarin,898,1833,8,Outdoor Adventurers,2021-11-08
5423,NexGen Systems,Social Media,All Ages,60 days,Facebook,0.12,"$18,293.00",2.17,Chicago,Mandarin,184,6102,2,Tech Enthusiasts,2021-11-09
5424,DataTech Solutions,Display,Men 25-34,30 days,Email,0.08,"$15,515.00",6.99,Chicago,French,643,5525,9,Health & Wellness,2021-11-10
5425,DataTech Solutions,Search,Women 35-44,60 days,Facebook,0.06,"$5,480.00",7.74,Los Angeles,Spanish,263,4495,8,Health & Wellness,2021-11-11
5426,NexGen Systems,Display,All Ages,45 days,Google Ads,0.02,"$12,050.00",4.1,Miami,Mandarin,987,6598,3,Health & Wellness,2021-11-12
5427,DataTech Solutions,Display,Women 35-44,60 days,Google Ads,0.09,"$12,547.00",5.81,Miami,English,567,6885,5,Tech Enthusiasts,2021-11-13
5428,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,0.09,"$6,018.00",2.7,Chicago,Spanish,770,3424,9,Outdoor Adventurers,2021-11-14
5429,DataTech Solutions,Search,Men 18-24,60 days,Facebook,0.01,"$11,512.00",6.46,New York,Spanish,669,1881,3,Health & Wellness,2021-11-15
5430,TechCorp,Social Media,Women 25-34,60 days,Website,0.13,"$5,921.00",7.46,Miami,Mandarin,260,9274,9,Foodies,2021-11-16
5431,Alpha Innovations,Email,Men 18-24,15 days,Website,0.09,"$12,393.00",3.24,Chicago,Mandarin,722,2640,1,Health & Wellness,2021-11-17
5432,Innovate Industries,Search,All Ages,60 days,Website,0.11,"$18,029.00",5.94,Los Angeles,German,452,3994,7,Foodies,2021-11-18
5433,Innovate Industries,Search,Women 25-34,15 days,YouTube,0.09,"$12,628.00",5.81,New York,Spanish,694,4878,7,Health & Wellness,2021-11-19
5434,Innovate Industries,Search,Women 35-44,60 days,Instagram,0.1,"$10,056.00",4.22,New York,English,969,9327,8,Fashionistas,2021-11-20
5435,Alpha Innovations,Display,Men 18-24,30 days,Google Ads,0.11,"$18,812.00",3.97,Houston,Spanish,938,7505,1,Outdoor Adventurers,2021-11-21
5436,NexGen Systems,Display,Men 25-34,30 days,Google Ads,0.12,"$12,022.00",4.28,Miami,Mandarin,333,5858,6,Fashionistas,2021-11-22
5437,Alpha Innovations,Influencer,Men 25-34,30 days,Facebook,0.05,"$15,062.00",6.38,New York,Spanish,480,6769,5,Health & Wellness,2021-11-23
5438,Innovate Industries,Email,Women 35-44,15 days,Google Ads,0.14,"$17,239.00",6.47,Miami,German,528,4845,8,Outdoor Adventurers,2021-11-24
5439,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.14,"$12,408.00",3.77,Houston,French,658,9491,4,Health & Wellness,2021-11-25
5440,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.03,"$17,243.00",7.53,New York,Mandarin,749,8700,6,Fashionistas,2021-11-26
5441,TechCorp,Display,Men 25-34,45 days,Website,0.1,"$8,328.00",5.66,Los Angeles,Mandarin,100,1952,2,Health & Wellness,2021-11-27
5442,TechCorp,Email,Women 25-34,60 days,Instagram,0.03,"$9,067.00",2.15,Miami,Spanish,152,2157,9,Foodies,2021-11-28
5443,Alpha Innovations,Email,Women 25-34,60 days,Google Ads,0.11,"$18,480.00",2.66,New York,German,476,2179,2,Fashionistas,2021-11-29
5444,DataTech Solutions,Email,Women 35-44,30 days,Email,0.02,"$14,013.00",3.19,Los Angeles,Spanish,534,1042,9,Health & Wellness,2021-11-30
5445,NexGen Systems,Search,Women 35-44,30 days,Google Ads,0.12,"$5,210.00",4.64,Los Angeles,English,384,8638,3,Fashionistas,2021-12-01
5446,DataTech Solutions,Display,All Ages,15 days,Google Ads,0.07,"$10,572.00",5.41,Houston,German,151,3635,10,Tech Enthusiasts,2021-12-02
5447,DataTech Solutions,Influencer,All Ages,30 days,Google Ads,0.13,"$6,010.00",4.82,New York,Spanish,693,4271,7,Fashionistas,2021-12-03
5448,Alpha Innovations,Influencer,Men 18-24,60 days,YouTube,0.12,"$5,191.00",7.76,Los Angeles,Spanish,226,3164,5,Foodies,2021-12-04
5449,Innovate Industries,Email,Women 35-44,15 days,Google Ads,0.15,"$5,028.00",2.71,Houston,French,610,1396,10,Outdoor Adventurers,2021-12-05
5450,TechCorp,Email,Women 25-34,30 days,Facebook,0.01,"$12,050.00",7.98,Miami,French,722,3605,3,Foodies,2021-12-06
5451,Alpha Innovations,Email,Men 18-24,45 days,YouTube,0.13,"$9,226.00",3.97,Houston,English,465,1334,4,Fashionistas,2021-12-07
5452,DataTech Solutions,Search,All Ages,15 days,Website,0.11,"$17,779.00",4.41,New York,Spanish,656,9770,2,Health & Wellness,2021-12-08
5453,DataTech Solutions,Social Media,Women 35-44,15 days,Website,0.08,"$19,915.00",6.17,Miami,Mandarin,745,6922,2,Outdoor Adventurers,2021-12-09
5454,Alpha Innovations,Search,Men 25-34,30 days,Instagram,0.05,"$7,288.00",7.85,Miami,Spanish,151,7364,10,Fashionistas,2021-12-10
5455,Alpha Innovations,Search,Women 25-34,45 days,Facebook,0.15,"$16,548.00",6.27,Chicago,Mandarin,860,2292,9,Foodies,2021-12-11
5456,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.06,"$18,240.00",3.04,Houston,Mandarin,297,8208,4,Outdoor Adventurers,2021-12-12
5457,Innovate Industries,Search,Women 35-44,30 days,Website,0.11,"$17,742.00",3.09,Miami,English,835,2916,4,Tech Enthusiasts,2021-12-13
5458,DataTech Solutions,Email,All Ages,30 days,YouTube,0.04,"$5,850.00",3.99,Chicago,Mandarin,620,5324,9,Health & Wellness,2021-12-14
5459,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.05,"$16,241.00",4.45,Houston,Mandarin,986,6666,8,Health & Wellness,2021-12-15
5460,Alpha Innovations,Email,Men 25-34,45 days,Facebook,0.13,"$18,736.00",3.37,Los Angeles,French,198,7708,9,Tech Enthusiasts,2021-12-16
5461,Innovate Industries,Display,Women 25-34,45 days,YouTube,0.08,"$14,357.00",5.79,New York,English,828,1347,6,Health & Wellness,2021-12-17
5462,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.11,"$18,963.00",4.63,Chicago,German,792,5538,10,Foodies,2021-12-18
5463,TechCorp,Search,Women 25-34,30 days,Instagram,0.11,"$11,895.00",5.7,Houston,Mandarin,893,3537,5,Foodies,2021-12-19
5464,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.09,"$17,904.00",5.74,New York,English,493,9672,4,Foodies,2021-12-20
5465,TechCorp,Email,Men 25-34,45 days,Website,0.09,"$16,905.00",4.17,Houston,Mandarin,182,7531,6,Fashionistas,2021-12-21
5466,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,0.08,"$8,129.00",6.6,Houston,Spanish,158,8672,2,Tech Enthusiasts,2021-12-22
5467,NexGen Systems,Display,Men 18-24,15 days,Google Ads,0.07,"$13,236.00",2.66,Chicago,French,689,6024,4,Foodies,2021-12-23
5468,Innovate Industries,Email,Women 25-34,60 days,Website,0.12,"$15,434.00",4.53,Houston,Spanish,491,8025,3,Health & Wellness,2021-12-24
